n_mut,mut_type,seed,genotypes_nnz,brick_graph_nnz,linarg_nnz,linarg_ratio,brick_graph_ratio
0,back,44,19843448,2314483,294519,67.37578220759951,8.573598509904803
0,back,45,21501785,2409071,299463,71.80114070853494,8.925343005664839
0,back,46,20303984,2111700,299566,67.77799883831943,9.614994554150684
0,back,47,18231353,2073095,289875,62.893843898232,8.794267990613069
0,back,48,20697243,2244273,296991,69.6897986807681,9.222248362832865
0,back,49,21710801,2296851,301798,71.93818713179014,9.452420291956248
0,back,50,20985294,2056199,308793,67.95909881376845,10.205867233667558
0,back,51,20585014,2224458,295569,69.64537552991011,9.253945905024954
0,back,52,20728915,2353060,299239,69.27210356938768,8.809344003127842
0,back,53,19892870,2259728,299785,66.35712260453325,8.803214369163014
0,back,54,20738954,2359076,292156,70.98589109927573,8.791134325473195
0,back,55,22284775,2371004,309616,71.97552775050384,9.39887701581271
0,back,56,19262478,2146412,294008,65.51684988163588,8.97426868653362
0,back,57,19382785,2145232,295719,65.54460484446383,9.035286160191532
0,back,58,19785144,2044841,297233,66.56442588810798,9.675639328436784
0,back,59,20100329,2079446,302229,66.50695002795894,9.666194265203329
0,back,60,19088099,1959662,293204,65.10176873439653,9.740505760687302
0,back,61,21973229,2356577,303288,72.45004418242726,9.324214315933661
0,back,62,20787574,2250586,297381,69.90215918300093,9.236516178453078
0,back,63,20295075,2389229,292374,69.41477354347514,8.494403424703115
0,back,64,20376548,2190189,293846,69.34430960435058,9.30355690764587
0,back,65,20949310,2383056,303057,69.12663294363766,8.790943225841104
0,back,66,20078146,2165450,304466,65.94544546845954,9.27204322427209
0,back,67,20628902,2155618,301544,68.41091847292601,9.569831946105479
0,back,68,20911867,2268134,291529,71.73168707058304,9.219855176105115
0,back,69,19254555,2259599,292973,65.7212610035737,8.521226553915097
0,back,70,20341432,2334477,293450,69.31822116203783,8.713485718642762
0,back,71,20443140,2259307,303148,67.43616979165292,9.048411747496024
0,back,72,20849284,2327921,298042,69.95418095436213,8.956181932290658
0,back,73,20665227,2218453,299749,68.94177128197258,9.315152045141367
0,back,74,22047882,2276397,295502,74.61161684184879,9.685429211161322
0,back,75,19235905,2113300,297448,64.66980783195719,9.102306818719539
0,back,76,20656465,2235545,300489,68.74283251633172,9.240013061691892
0,back,77,20707217,2383123,294695,70.26660445545394,8.689109626318071
0,back,78,19786212,2333513,288269,68.63801518720362,8.479152248134037
0,back,79,23291758,2559780,300316,77.55749943392959,9.099124924798225
0,back,80,19135690,2087456,296480,64.54293712898003,9.166990825195837
0,back,81,21808713,2380057,298352,73.097257601759,9.16310533739318
0,back,82,22039405,2331706,303628,72.5868661651758,9.452051416430717
0,back,83,19380487,2147375,297284,65.1918266707929,9.025199138483032
0,back,84,19634351,2116328,295674,66.40540257175132,9.277555747502278
0,back,85,19781114,2275059,288707,68.51622579293193,8.694769674105155
0,back,86,22251658,2426443,303187,73.39252012784189,9.170484532296864
0,back,87,20258857,2354883,299465,67.65016612959778,8.602914454773337
0,back,88,21361620,2209373,304558,70.13974349713355,9.668634494944946
0,back,89,19982541,2195188,302632,66.02917404636655,9.102883671011321
0,back,90,18446489,2271833,288476,63.94462277624482,8.119650079913445
0,back,91,21256544,2454227,294701,72.12918856739543,8.661197191620824
0,back,92,21166559,2285261,301673,70.16391589568838,9.262206373801504
0,back,93,21403274,2246359,296977,72.07047683827368,9.527984618665137
0,back,94,20305261,2256053,290096,69.994970630412,9.000347509566486
0,back,95,22365608,2391845,301303,74.22962267219377,9.350776492623895
0,back,96,19993768,2166812,294892,67.8003065529075,9.227273985929559
0,back,97,20433642,2210405,294958,69.27644613809424,9.244297764436833
0,back,98,19623380,2328582,294390,66.65776690784334,8.42718014654412
0,back,99,20689851,2330124,305313,67.76603354590208,8.879291831679344
0,back,100,20508732,2231443,297656,68.90078479855941,9.190793580656104
50,back,1,19622209,2230224,293560,66.84224349366399,8.798313084246246
50,back,2,20143978,2269334,295399,68.19243802450245,8.876603444006038
50,back,3,20146574,2316328,296004,68.06183024553722,8.697634359209921
50,back,4,21509431,2352901,296017,72.66282341892527,9.141664268917392
50,back,5,20986355,2350513,294363,71.29413343388946,8.928414775838295
50,back,6,22226175,2268945,305096,72.84977515273881,9.795819202316496
50,back,7,21099628,2238856,298239,70.74738045661366,9.424289905201585
50,back,8,20525196,2114642,307797,66.68419770173199,9.706227342500528
50,back,9,19628468,2360460,287411,68.29407364366708,8.315526634639012
50,back,10,19758022,2263099,295541,66.85374279710767,8.730515987148596
50,back,11,21523919,2408876,298560,72.09244038049303,8.935254035492072
50,back,12,20424029,2265248,302717,67.46905195281401,9.01624413750724
50,back,13,21200792,2271915,309621,68.47336582466951,9.33168362372712
50,back,14,20444465,2353108,299444,68.27475254137669,8.688281625832728
50,back,15,21189197,2471801,299550,70.73676180938074,8.572371724099149
50,back,16,21124245,2338969,297635,70.97365901187696,9.031434362747005
50,back,17,21651813,2294245,310485,69.7354558191217,9.43744586999209
50,back,18,22212972,2527887,303081,73.29054609163887,8.787169679657358
