n_mut,mut_type,seed,genotypes_nnz,brick_graph_nnz,linarg_nnz,linarg_ratio,brick_graph_ratio
30000,back,64,20375475,2671486,300247,67.8623766432304,7.6270191945606305
30000,back,65,20948147,2874739,310668,67.42936832889129,7.286973530466592
30000,back,66,20077118,2652336,311414,64.47082661665821,7.56959827110894
30000,back,67,20627872,2628416,308808,66.79837309914251,7.848024057074679
30000,back,68,20910770,2768445,302470,69.1333685985387,7.553254624888701
30000,back,69,19253544,2718622,301227,63.917059227758465,7.082096738715423
30000,back,70,20340383,2843810,301170,67.53787893880532,7.152511243718814
30000,back,71,20442027,2762901,310401,65.85683357978873,7.39875478708792
30000,back,72,20848049,2890737,305166,68.31707660748576,7.212018595949752
30000,back,73,20664194,2703229,307507,67.19910115867282,7.6442632126246055
30000,back,74,22046749,2831951,304851,72.31975292847982,7.785003695332299
30000,back,75,19234822,2588023,304802,63.1059573099914,7.432245385763573
30000,back,76,20655348,2767808,306386,67.41609603571965,7.462709841145051
30000,back,77,20706142,2924330,300619,68.87835432890137,7.080644797269802
30000,back,78,19785236,2829928,293270,67.46423432331981,6.99142734373454
30000,back,79,23290560,3160346,313614,74.26505194283419,7.36962345262196
30000,back,80,19134660,2576490,306875,62.35327087576375,7.42663856642176
30000,back,81,21807559,2956123,309159,70.53832817417575,7.377081061917925
30000,back,82,22038298,2853033,314396,70.09725950711841,7.724515629507264
30000,back,83,19379509,2649112,305761,63.38123240046965,7.315473637958682
30000,back,84,19633284,2619419,303849,64.61526613548178,7.495281969016793
30000,back,85,19780152,2738819,293164,67.47128569674312,7.222146479924376
30000,back,86,22250379,3067093,310409,71.68084366110519,7.254549829431322
30000,back,87,20257817,2841420,304961,66.42756614780251,7.1294694202194675
30000,back,88,21360407,2795905,309817,68.9452386408751,7.639890125022131
30000,back,89,19981527,2642966,307567,64.96642032467723,7.560266382541433
30000,back,90,18445532,2661582,294477,62.638277352730434,6.9302888282232145
30000,back,91,21255360,3022452,302899,70.1730940016309,7.032488853420997
30000,back,92,21165370,2846525,312547,67.71899906254099,7.435511720431052
30000,back,93,21402231,2721091,307059,69.70071224096998,7.865312479442988
30000,back,94,20304174,2751257,297505,68.24817734155728,7.379962686146732
30000,back,95,22364441,2978650,311205,71.86401568098199,7.508247360381381
30000,back,96,19992756,2643518,299834,66.67941594348873,7.562935451924292
30000,back,97,20432567,2735677,302412,67.56533140219304,7.468925242270926
30000,back,98,19622435,2753667,299852,65.44040059762817,7.125928806932719
30000,back,99,20688726,2912310,311214,66.47749137249609,7.1038886656983635
30000,back,100,20507643,2694607,302911,67.70187612863184,7.610624851787292
40000,back,1,19620871,2820332,302869,64.78335848171982,6.956936630155599
40000,back,2,20142545,2896848,301593,66.78717675808126,6.953262649610887
40000,back,3,20145194,2900796,301395,66.83984140413743,6.944712416867646
40000,back,4,21507978,3057155,307627,69.91576812178384,7.035291962625382
40000,back,5,20984914,2986285,303578,69.12527917042738,7.027096877893436
40000,back,6,22224569,3111294,315062,70.54030317842202,7.143191546668364
40000,back,7,21098223,2949331,305876,68.97639239430357,7.153562282429473
40000,back,8,20523667,2844402,312484,65.67909716977509,7.215459347869957
40000,back,9,19627216,2982442,293062,66.97291358142645,6.580921271897324
40000,back,10,19756706,2873167,303416,65.11425237957128,6.876281817242089
40000,back,11,21522487,3103074,308762,69.7057507076648,6.935860053611354
40000,back,12,20422586,2970151,310339,65.80734616016679,6.87594199756174
40000,back,13,21199327,3082890,315514,67.18981408115012,6.876446126848509
40000,back,14,20443105,2954219,306782,66.63723751719462,6.91996937261591
40000,back,15,21187832,3091111,308932,68.58412854608781,6.854439067377393
40000,back,16,21122800,3000239,306012,69.02605126596343,7.040372450328124
40000,back,17,21650292,2995314,319368,67.79104982340122,7.228054220692722
40000,back,18,22211469,3217286,313818,70.77818671969104,6.9037906483912215
40000,back,19,21101191,3053163,305498,69.07145382293828,6.911255966353582
40000,back,20,20404711,3039549,295413,69.07181132854681,6.7130719063913755
40000,back,21,19644289,2759826,300639,65.3417853305792,7.117944754488145
40000,back,22,21984350,3150374,303576,72.41794476506706,6.978330191907373
40000,back,23,22351312,3223875,322113,69.38966139212016,6.933057888410686
40000,back,24,21031212,2863100,303816,69.22351686547121,7.345608606056373
40000,back,25,22743400,3303421,317983,71.52394939352104,6.884802149044884
40000,back,26,21934838,3167579,314492,69.74688704323162,6.924795877229897
40000,back,27,20643322,2926588,307426,67.14891388496744,7.053716478028339
40000,back,28,20802646,2907203,304982,68.20942219540825,7.155553292976101
40000,back,29,20530005,2907234,305529,67.19494712449554,7.061696788081042
40000,back,30,20249345,2876712,311421,65.02241338894936,7.03905882827339
40000,back,31,20018054,2795322,298891,66.9744288051497,7.161269435149153
40000,back,32,20364057,2970263,304106,66.96368042721946,6.855977736651603
40000,back,33,19794591,2731974,310882,63.672361217439416,7.245526860797358
40000,back,34,19771328,2849079,301520,65.5721942159724,6.939550640750923
40000,back,35,20136785,2927282,307491,65.48739637908102,6.879004141042783
40000,back,36,20379174,2887654,306378,66.51644047549107,7.057346205604965
40000,back,37,20596326,2759272,311430,66.13468837298912,7.464405828783824
40000,back,38,19374518,2733631,304124,63.705981770593574,7.087466450299986
40000,back,39,21868995,3045016,304553,71.80686120314034,7.181898223194886
40000,back,40,21941377,2956724,313786,69.92465247015483,7.420840430151749
40000,back,41,20631813,3083522,303161,68.05563050656252,6.690989394594882
40000,back,42,19599891,2873675,299982,65.3368902134128,6.820496750676399
40000,back,43,20707128,3003481,302889,68.3654011865733,6.894376225453066
40000,back,44,19842004,2965554,302200,65.65851753805427,6.690825390466672
40000,back,45,21500212,3102074,309797,69.40096902164966,6.930915252182895
40000,back,46,20302620,2769147,312010,65.07041440979455,7.331723451301069
40000,back,47,18230052,2668626,295978,61.59259134124834,6.831250238886978
40000,back,48,20695760,2921664,306820,67.45244768919888,7.083552386585179
40000,back,49,21709274,3119521,312610,69.44523207830844,6.959169051915342
40000,back,50,20983806,2810284,317887,66.01026779956399,7.466791968356223
40000,back,51,20583524,2906006,306100,67.24444299248611,7.083097557265883
40000,back,52,20727456,3003805,306895,67.53924306358853,6.900399992675956
40000,back,53,19891456,2944571,305022,65.21318462274853,6.7552984798125095
40000,back,54,20737625,2973984,296663,69.90297071087396,6.973011623465358
40000,back,55,22283103,3207765,318077,70.05568777371516,6.946613296173504
40000,back,56,19261102,2821514,300179,64.16538798516885,6.826512999758286
40000,back,57,19381512,2714293,303454,63.86968700363152,7.140537885924622
40000,back,58,19783654,2724533,303858,65.10822160351216,7.261300927535104
40000,back,59,20098862,2803427,309624,64.91377283414722,7.169390178520789
40000,back,60,19086774,2571583,299561,63.71581747957845,7.422188589674143
40000,back,61,21971745,3109839,315714,69.5938254242764,7.065235531485714
40000,back,62,20786138,2940865,309458,67.16949634522294,7.0680354249515025
40000,back,63,20293605,3029860,299557,67.74538735532803,6.697868878430026
40000,back,64,20375044,2846461,304418,66.93114073412217,7.158026756734063
40000,back,65,20947890,3047375,314015,66.70983870197284,6.87407686943681
40000,back,66,20076795,2808812,312256,64.2959462748514,7.147788816054617
40000,back,67,20627311,2899108,309672,66.61019078250536,7.115054354649775
40000,back,68,20910474,2896557,304928,68.57511937244202,7.219079065248845
40000,back,69,19253257,2849462,299871,64.20513153989549,6.756804266910736
40000,back,70,20339945,3016852,303734,66.96630933645888,6.742108993082856
40000,back,71,20441707,2950544,314989,64.89657416608199,6.928114612085094
40000,back,72,20847754,3064611,305960,68.13882206824421,6.802740706732437
40000,back,73,20663789,2879219,311158,66.40931295354771,7.176872964508778
40000,back,74,22046295,3069477,305848,72.08252138317073,7.182427169188758
40000,back,75,19234518,2712930,304249,63.219658897810675,7.0899426081764
40000,back,76,20655063,2883497,309812,66.66966741120422,7.163199060030234
40000,back,77,20705819,3086170,302157,68.52668976724021,6.709228266751346
40000,back,78,19784853,2991013,295834,66.8782256265338,6.614766635919001
40000,back,79,23290242,3316633,313758,74.22995429598608,7.022254798767304
40000,back,80,19134333,2714802,304993,62.73695789739437,7.048150472852164
40000,back,81,21807295,3056156,308934,70.58884745609095,7.135530712437454
40000,back,82,22037821,3052226,313390,70.32075369348097,7.220245486408936
40000,back,83,19379093,2801069,302976,63.96246897444022,6.918463272414924
40000,back,84,19632953,2771295,301611,65.09362390628989,7.084396644889844
40000,back,85,19779702,2906985,295780,66.8730204882007,6.8041981640772145
40000,back,86,22249992,3255423,315614,70.49748110033141,6.834746820920047
40000,back,87,20257497,3005418,306709,66.04793794769635,6.74032597129584
40000,back,88,21359993,3017224,307827,69.38960195174562,7.079352742786084
40000,back,89,19981210,2825253,308179,64.8363775597948,7.072361307111257
40000,back,90,18445270,2787231,296009,62.31320669303974,6.617775849938523
40000,back,91,21255044,3126970,303359,70.06564499487406,6.797329043770807
40000,back,92,21165044,2981829,314920,67.20768449129937,7.098007296863771
40000,back,93,21401742,2938854,305449,70.06649882631798,7.282342709096811
40000,back,94,20303805,2901398,296686,68.43533230418691,6.997938579953526
40000,back,95,22364063,3120574,314788,71.04483970164047,7.166650430337495
40000,back,96,19992345,2785452,303272,65.92215898599277,7.177415011998053
40000,back,97,20432286,2875940,307644,66.41535671100362,7.104559204990369
40000,back,98,19622178,2849564,303939,64.55959254982085,6.88602817834588
40000,back,99,20688355,3074335,311231,66.47266821107152,6.729375621069272
40000,back,100,20507269,2917728,303132,67.65128392911339,7.028506084186052
50000,back,1,19620455,3004019,301422,65.09297596061336,6.5314017654349055
50000,back,2,20142187,3100744,302804,66.51889340959829,6.495920656461804
50000,back,3,20144885,3062402,303369,66.40390086000876,6.578132132881313
50000,back,4,21507530,3241091,309903,69.40084478046356,6.635892049930101
50000,back,5,20984530,3159199,304521,68.90996023262764,6.642357762204913
50000,back,6,22224210,3297025,315509,70.43922677324578,6.740685921398837
50000,back,7,21097743,3161177,306154,68.91219125015515,6.6740150899490915
50000,back,8,20523266,3035671,314871,65.17991812520047,6.7607016702402865
50000,back,9,19626852,3124066,299604,65.50931229222574,6.282470344736635
50000,back,10,19756398,3032581,303532,65.08835312257027,6.514714034019207
50000,back,11,21522069,3328679,303340,70.95031647656096,6.465648685259228
50000,back,12,20422261,3021758,307783,66.35279076492203,6.758403882772876
50000,back,13,21198887,3227986,317697,66.72674592457594,6.567217763645815
50000,back,14,20442732,3139040,306231,66.75591955092725,6.5124152607166526
50000,back,15,21187510,3244692,311776,67.95747588011906,6.529898677594052
50000,back,16,21122387,3164205,312002,67.69952436202333,6.675416731848916
50000,back,17,21649839,3244479,316502,68.40348244244902,6.6728245120403
50000,back,18,22211053,3436757,315739,70.34624484146715,6.462794139940647
50000,back,19,21100868,3233300,307751,68.56474227541096,6.52610892895803
50000,back,20,20404493,3097228,300881,67.81582419627694,6.587985450215483
50000,back,21,19643838,2906700,304769,64.45484284818994,6.75812364537104
50000,back,22,21984036,3328090,305976,71.84889010902816,6.605601411019534
50000,back,23,22350901,3384683,322029,69.40648513022118,6.603543374667583
50000,back,24,21030819,3089947,307363,68.4233918851651,6.80620703203
50000,back,25,22742951,3476483,317151,71.71016645068121,6.541942244504
50000,back,26,21934585,3279047,313681,69.92640612596874,6.6893170485205
50000,back,27,20642899,3029897,308927,66.8212846400606,6.813069553189432
50000,back,28,20802327,3101663,307318,67.68990752250112,6.706830174651469
50000,back,29,20529727,3078064,310507,66.11679285813203,6.669688154632262
50000,back,30,20249048,3058140,309422,65.44152645901067,6.621360696370997
50000,back,31,20017669,2942332,299189,66.90643372583885,6.803334565915743
50000,back,32,20363724,3105248,305931,66.56312697961305,6.557841434887004
50000,back,33,19794218,2894323,309213,64.01483120049933,6.838980307311934
50000,back,34,19770893,2959843,306399,64.52662378140921,6.679710038674348
50000,back,35,20136489,3007809,310408,64.871037473261,6.694736600628564
50000,back,36,20378652,3055560,306995,66.38105506604342,6.6693673172839025
50000,back,37,20595929,2979858,308067,66.85535614006044,6.9117149206438695
50000,back,38,19374227,2861484,302001,64.15285710974467,6.770692060483301
50000,back,39,21868622,3266870,304678,71.7761768161797,6.694059451401494
50000,back,40,21940997,3183542,315305,69.58658124672935,6.8920080212543136
50000,back,41,20631498,3240157,301631,68.39979312471198,6.367437750701586
50000,back,42,19599550,3032537,300997,65.11543304418316,6.463086847744974
50000,back,43,20706712,3208511,305364,67.80993175357933,6.453682720738685
50000,back,44,19841716,3047894,305894,64.86467861416047,6.5099757406261505
50000,back,45,21499960,3267057,311056,69.11925826860758,6.5808340656437885
50000,back,46,20302242,2926121,312773,64.91046861461827,6.938278355543055
50000,back,47,18229722,2813574,298238,61.12474600822162,6.479204741016231
50000,back,48,20695354,3152521,310632,66.62338072059543,6.564699806916433
50000,back,49,21708857,3279846,311247,69.74800399682567,6.618864727185362
50000,back,50,20983339,2997636,317625,66.06324754033845,6.9999623036285925
50000,back,51,20583212,3068955,305946,67.2772711524256,6.706912287733121
50000,back,52,20727065,3217842,311423,66.555986552053,6.44129357501083
50000,back,53,19891124,3062092,307578,64.67017797111627,6.495926314428175
50000,back,54,20737017,3265187,299165,69.31632042518342,6.350943146594667
50000,back,55,22282747,3407593,322337,69.12872862873328,6.539145666750695
50000,back,56,19260704,2981359,301660,63.849048597759065,6.460377297735697
50000,back,57,19381193,2847446,305606,63.418889027047896,6.806518192092142
50000,back,58,19783418,2879735,306323,64.58352131573535,6.869874484978652
50000,back,59,20098464,3052828,307565,65.34704534000943,6.5835559684332035
50000,back,60,19086377,2779325,301937,63.21311068202969,6.867270650247812
50000,back,61,21971367,3271948,316770,69.3606307415475,6.715072183298757
50000,back,62,20785748,3116854,308116,67.46078749561853,6.668823114589262
50000,back,63,20293415,3146435,301490,67.31040830541643,6.44965333782519
50000,back,64,20374678,3088959,306067,66.56933939300872,6.595969062716598
50000,back,65,20947432,3243517,313444,66.82990263013488,6.458246403518157
50000,back,66,20076350,2980407,312630,64.21760547612193,6.736110202398532
50000,back,67,20627153,3010534,316176,65.23946472850564,6.851659207303422
50000,back,68,20910101,3106260,306070,68.31803509001209,6.731600381165775
50000,back,69,19252924,2984077,301679,63.819238329482666,6.45188579249128
50000,back,70,20339729,3076445,305216,66.64044152338016,6.611439177362183
50000,back,71,20441340,3152648,313879,65.12490482001026,6.483863723447717
50000,back,72,20847434,3202380,310181,67.21054481093297,6.509981326388498
50000,back,73,20663487,3079504,312339,66.15724261139339,6.710004922870696
50000,back,74,22046035,3225266,308838,71.38381611071176,6.835416055605957
50000,back,75,19234277,2855996,304437,63.1798270249674,6.734700258683835
50000,back,76,20654648,3056573,310668,66.4846331131626,6.757452872874294
50000,back,77,20705371,3259425,304701,67.95307859179982,6.352461246999087
50000,back,78,19784507,3105039,296005,66.83842164828297,6.371741868620652
50000,back,79,23289868,3500282,317525,73.3481395165735,6.653711900926839
50000,back,80,19134042,2799811,303683,63.00662862260976,6.834047726792987
50000,back,81,21806848,3287017,310081,70.32629538733428,6.634236452077978
50000,back,82,22037489,3321607,313197,70.36302710434647,6.634586511890179
50000,back,83,19378721,3016192,304030,63.739502680656514,6.424896359382957
50000,back,84,19632641,2918125,305298,64.30648415646353,6.727827286356821
50000,back,85,19779323,3068596,300344,65.85556228857577,6.4457240379639416
50000,back,86,22249661,3385393,315704,70.47633542812254,6.572253502030636
50000,back,87,20257106,3164975,311033,65.12847832866609,6.400400003159582
50000,back,88,21359726,3098677,309420,69.0314976407472,6.89317602318667
50000,back,89,19980869,2927872,314167,63.59951554428059,6.8243656143437965
50000,back,90,18444933,2932277,294357,62.661778045026956,6.290310567521417
50000,back,91,21254707,3238161,306480,69.35104085095276,6.563820328884203
50000,back,92,21164751,3147569,313051,67.60799678007737,6.724157913615238
50000,back,93,21401302,3208696,307765,69.53780319399542,6.669781743113091
50000,back,94,20303497,3109129,297034,68.35411771043046,6.530284526631092
50000,back,95,22363698,3365804,314324,71.14855372163754,6.644385115710838
50000,back,96,19992055,2911840,304493,65.65686239092524,6.865780743447442
50000,back,97,20431801,3105646,307388,66.46909118117819,6.578921422467339
50000,back,98,19621591,3070156,302483,64.86840913373644,6.391072961764809
50000,back,99,20687959,3236112,314009,65.88333136948305,6.392843943596513
50000,back,100,20506953,3049472,307146,66.76614053251548,6.724755301901444
0,recurrent,1,19622209,2230224,293560,66.84224349366399,8.798313084246246
0,recurrent,2,20143978,2269334,295399,68.19243802450245,8.876603444006038
0,recurrent,3,20146575,2313257,296097,68.04045633694363,8.709181470109028
0,recurrent,4,21509435,2349112,296470,72.5518096266064,9.156411018291166
0,recurrent,5,20986356,2350379,294439,71.27573453244985,8.928924228815863
0,recurrent,6,22226175,2268945,305096,72.84977515273881,9.795819202316496
0,recurrent,7,21099628,2238856,298239,70.74738045661366,9.424289905201585
0,recurrent,8,20525196,2114642,307797,66.68419770173199,9.706227342500528
0,recurrent,9,19628469,2360436,287367,68.3045339235194,8.315611607347117
0,recurrent,10,19758022,2263099,295541,66.85374279710767,8.730515987148596
0,recurrent,11,21523921,2408732,298686,72.06203504683849,8.935789037551707
0,recurrent,12,20424032,2265099,302731,67.46594171062759,9.016838557608299
0,recurrent,13,21200792,2271915,309621,68.47336582466951,9.33168362372712
0,recurrent,14,20444466,2352994,299355,68.2950543668888,8.688702988617905
0,recurrent,15,21189199,2471468,299483,70.75259363636667,8.573527555282933
0,recurrent,16,21124247,2338805,297696,70.95912272922713,9.032068513621272
0,recurrent,17,21651814,2293077,310544,69.72221005718997,9.442253356516158
0,recurrent,18,22212972,2527887,303081,73.29054609163887,8.787169679657358
0,recurrent,19,21102550,2474124,294644,71.62049795685641,8.529301684151644
0,recurrent,20,20406149,2355660,290815,70.1688324192356,8.662603686440319
0,recurrent,21,19645577,2194497,294413,66.72795358900592,8.952200435908548
0,recurrent,22,21986002,2374807,294429,74.67335758366194,9.258016335643276
0,recurrent,23,22353079,2326612,311450,71.77100337132767,9.607566280926944
0,recurrent,24,21032706,2165751,295161,71.2584182869688,9.711507001497402
0,recurrent,25,22744907,2519690,307404,73.99027663921095,9.026867193980213
0,recurrent,26,21936475,2398801,303730,72.22360320021072,9.144766489592092
0,recurrent,27,20644722,2280779,302670,68.20868272375854,9.051609998162908
0,recurrent,28,20804097,2253654,299285,69.51266184406168,9.231273744771824
0,recurrent,29,20531435,2276386,297796,68.94462988085803,9.019311751170497
0,recurrent,30,20250851,2171609,299660,67.57942668357472,9.325274945904166
0,recurrent,31,20019418,2119216,291943,68.57303651740237,9.446615163343425
0,recurrent,32,20365398,2319789,295137,69.00320190284512,8.778987226855547
0,recurrent,33,19796089,2016758,302390,65.46542213697543,9.815797929151639
0,recurrent,34,19772652,2232987,294173,67.21436705612004,8.854799423373267
0,recurrent,35,20138208,2239247,298593,67.44367081612764,8.993294620914977
0,recurrent,36,20380587,2220968,297333,68.54465195588784,9.176443334618059
0,recurrent,37,20597788,2098471,303280,67.91673700870483,9.815617180318432
0,recurrent,38,19375963,2084577,294228,65.85356594205854,9.294913548408143
0,recurrent,39,21870416,2390561,293014,74.63949162838635,9.1486542280243
0,recurrent,40,21942949,2207759,306336,71.63033074793691,9.939014629767108
0,recurrent,41,20633209,2441454,292713,70.48955461492999,8.451197114506355
0,recurrent,42,19601230,2262669,293111,66.87306174111514,8.662879988190937
0,recurrent,43,20708462,2355107,294901,70.22174221179311,8.793002610921711
0,recurrent,44,19843448,2314483,294519,67.37578220759951,8.573598509904803
0,recurrent,45,21501785,2409071,299463,71.80114070853494,8.925343005664839
0,recurrent,46,20303984,2111700,299566,67.77799883831943,9.614994554150684
0,recurrent,47,18231353,2073095,289875,62.893843898232,8.794267990613069
0,recurrent,48,20697243,2244273,296991,69.6897986807681,9.222248362832865
0,recurrent,49,21710801,2296851,301798,71.93818713179014,9.452420291956248
0,recurrent,50,20985294,2056199,308793,67.95909881376845,10.205867233667558
0,recurrent,51,20585014,2224458,295569,69.64537552991011,9.253945905024954
0,recurrent,52,20728915,2353060,299239,69.27210356938768,8.809344003127842
0,recurrent,53,19892870,2259728,299785,66.35712260453325,8.803214369163014
0,recurrent,54,20738954,2359076,292156,70.98589109927573,8.791134325473195
0,recurrent,55,22284775,2371004,309616,71.97552775050384,9.39887701581271
0,recurrent,56,19262478,2146412,294008,65.51684988163588,8.97426868653362
0,recurrent,57,19382785,2145232,295719,65.54460484446383,9.035286160191532
0,recurrent,58,19785144,2044841,297233,66.56442588810798,9.675639328436784
0,recurrent,59,20100329,2079446,302229,66.50695002795894,9.666194265203329
0,recurrent,60,19088099,1959662,293204,65.10176873439653,9.740505760687302
0,recurrent,61,21973229,2356577,303288,72.45004418242726,9.324214315933661
0,recurrent,62,20787574,2250586,297381,69.90215918300093,9.236516178453078
0,recurrent,63,20295075,2389229,292374,69.41477354347514,8.494403424703115
0,recurrent,64,20376548,2190189,293846,69.34430960435058,9.30355690764587
0,recurrent,65,20949310,2383056,303057,69.12663294363766,8.790943225841104
0,recurrent,66,20078146,2165450,304466,65.94544546845954,9.27204322427209
0,recurrent,67,20628902,2155618,301544,68.41091847292601,9.569831946105479
0,recurrent,68,20911867,2268134,291529,71.73168707058304,9.219855176105115
0,recurrent,69,19254555,2259599,292973,65.7212610035737,8.521226553915097
0,recurrent,70,20341432,2334477,293450,69.31822116203783,8.713485718642762
0,recurrent,71,20443140,2259307,303148,67.43616979165292,9.048411747496024
0,recurrent,72,20849284,2327921,298042,69.95418095436213,8.956181932290658
0,recurrent,73,20665227,2218453,299749,68.94177128197258,9.315152045141367
0,recurrent,74,22047882,2276397,295502,74.61161684184879,9.685429211161322
0,recurrent,75,19235905,2113300,297448,64.66980783195719,9.102306818719539
0,recurrent,76,20656465,2235545,300489,68.74283251633172,9.240013061691892
0,recurrent,77,20707217,2383123,294695,70.26660445545394,8.689109626318071
0,recurrent,78,19786212,2333513,288269,68.63801518720362,8.479152248134037
0,recurrent,79,23291758,2559780,300316,77.55749943392959,9.099124924798225
0,recurrent,80,19135690,2087456,296480,64.54293712898003,9.166990825195837
0,recurrent,81,21808713,2380057,298352,73.097257601759,9.16310533739318
0,recurrent,82,22039405,2331706,303628,72.5868661651758,9.452051416430717
0,recurrent,83,19380487,2147375,297284,65.1918266707929,9.025199138483032
0,recurrent,84,19634351,2116328,295674,66.40540257175132,9.277555747502278
0,recurrent,85,19781114,2275059,288707,68.51622579293193,8.694769674105155
0,recurrent,86,22251658,2426443,303187,73.39252012784189,9.170484532296864
0,recurrent,87,20258857,2354883,299465,67.65016612959778,8.602914454773337
0,recurrent,88,21361620,2209373,304558,70.13974349713355,9.668634494944946
0,recurrent,89,19982541,2195188,302632,66.02917404636655,9.102883671011321
0,recurrent,90,18446489,2271833,288476,63.94462277624482,8.119650079913445
0,recurrent,91,21256544,2454227,294701,72.12918856739543,8.661197191620824
0,recurrent,92,21166559,2285261,301673,70.16391589568838,9.262206373801504
0,recurrent,93,21403274,2246359,296977,72.07047683827368,9.527984618665137
0,recurrent,94,20305261,2256053,290096,69.994970630412,9.000347509566486
0,recurrent,95,22365608,2391845,301303,74.22962267219377,9.350776492623895
0,recurrent,96,19993768,2166812,294892,67.8003065529075,9.227273985929559
0,recurrent,97,20433642,2210405,294958,69.27644613809424,9.244297764436833
0,recurrent,98,19623380,2328582,294390,66.65776690784334,8.42718014654412
0,recurrent,99,20689851,2330124,305313,67.76603354590208,8.879291831679344
0,recurrent,100,20508732,2231443,297656,68.90078479855941,9.190793580656104
50,recurrent,1,19622298,2244770,294663,66.59233768745992,8.741340092748922
50,recurrent,2,20144053,2281690,296213,68.00529686408092,8.828566983244876
50,recurrent,3,20146687,2328917,296627,67.91926223843413,8.65066767085302
50,recurrent,4,21509503,2373525,297175,72.37992092201564,9.062260983136895
50,recurrent,5,20986450,2365546,294716,71.20906228369006,8.871715029003875
50,recurrent,6,22226280,2282341,304899,72.89718890517844,9.738369507448711
50,recurrent,7,21099716,2255444,299123,70.53859449122936,9.355016573233474
50,recurrent,8,20525254,2123777,308206,66.59589365554207,9.664505265854183
50,recurrent,9,19628559,2378375,288767,67.97369159218331,8.252928575182635
50,recurrent,10,19758095,2274994,295290,66.91081648548884,8.68489982830724
50,recurrent,11,21524005,2436597,297916,72.24857006673022,8.833633547115095
50,recurrent,12,20424116,2281565,303190,67.36408192882351,8.951801066373301
50,recurrent,13,21200878,2288249,310359,68.31082069474382,9.265109697414923
50,recurrent,14,20444552,2370473,299392,68.28690145361266,8.624671953656506
50,recurrent,15,21189295,2488774,300077,70.61285936609603,8.513949036754642
50,recurrent,16,21124323,2350209,297992,70.88889299041585,8.988274234334053
50,recurrent,17,21651875,2304829,310714,69.68425947977883,9.39413509635639
50,recurrent,18,22213041,2548734,303598,73.16596617896033,8.715323372309546
50,recurrent,19,21102634,2494132,294827,71.57632781258161,8.460913055122985
50,recurrent,20,20406214,2373459,291188,70.07917221863538,8.597668634680439
50,recurrent,21,19645646,2209451,294973,66.60150590054005,8.891641407752424
50,recurrent,22,21986116,2386398,294781,74.58457634650809,9.213096893309498
50,recurrent,23,22353191,2344223,311974,71.65081384987211,9.535437114984369
50,recurrent,24,21032780,2176687,295410,71.19860532818794,9.662748939098732
50,recurrent,25,22744995,2535008,307748,73.90785642798653,8.972356300256251
50,recurrent,26,21936592,2411430,304315,72.08514861245749,9.096922572913167
50,recurrent,27,20644852,2299298,303059,68.12156048822176,8.97876308334109
50,recurrent,28,20804194,2264932,300214,69.29788084499724,9.18535037696496
50,recurrent,29,20531492,2289557,298677,68.74145648978663,8.967451782156985
50,recurrent,30,20250950,2185938,299826,67.54234122457692,9.26419230554572
50,recurrent,31,20019502,2129896,292688,68.39877958782047,9.399286162329053
50,recurrent,32,20365484,2336020,294938,69.05005119720077,8.718026386760387
50,recurrent,33,19796154,2030140,303960,65.12749703908409,9.751127508447693
50,recurrent,34,19772713,2248061,294461,67.1488346504291,8.795452169669773
50,recurrent,35,20138321,2257399,300270,67.06737602824126,8.921028582009649
50,recurrent,36,20380686,2236077,298238,68.33698589716937,9.114483088015305
50,recurrent,37,20597870,2108122,303979,67.76083216274809,9.770720100639338
50,recurrent,38,19376037,2096207,294134,65.87486315760843,9.243379589897371
50,recurrent,39,21870492,2411641,293883,74.41904431355336,9.06871793936162
50,recurrent,40,21943031,2228185,306653,71.55655088976792,9.84793946642671
50,recurrent,41,20633339,2453560,293761,70.23852383400111,8.409551427313781
50,recurrent,42,19601322,2285259,293823,66.71132620659377,8.577286863327089
50,recurrent,43,20708562,2365668,294692,70.27188386518806,8.753790472712147
50,recurrent,44,19843526,2324348,295099,67.24362332640911,8.537243992723981
50,recurrent,45,21501873,2422529,300170,71.63231835293334,8.875795914104641
50,recurrent,46,20304059,2121129,300390,67.59232664203202,9.572288625538569
50,recurrent,47,18231457,2089303,290128,62.83935711134396,8.726095257605047
50,recurrent,48,20697331,2257458,297661,69.53323075579266,9.168423509983352
50,recurrent,49,21710889,2313405,302386,71.79859186602555,9.384819778637981
50,recurrent,50,20985368,2072290,309951,67.70543731105884,10.126656018221388
50,recurrent,51,20585105,2239159,296069,69.52806609270137,9.19323058344673
50,recurrent,52,20729011,2371133,299713,69.1628691448152,8.742238836876716
50,recurrent,53,19892951,2271830,300832,66.12644598978832,8.756355449131316
50,recurrent,54,20739023,2374053,292750,70.84209393680615,8.735703457336463
50,recurrent,55,22284881,2390796,308340,72.27372705455018,9.321113553812204
50,recurrent,56,19262575,2163213,294498,65.40816915564791,8.904613184184822
50,recurrent,57,19382863,2163934,296227,65.43246564290223,8.957233908243042
50,recurrent,58,19785236,2058047,298082,66.37514509430291,9.613597745824075
50,recurrent,59,20100470,2095948,302885,66.36337223698763,9.590156816867594
50,recurrent,60,19088198,1974760,294524,64.81033124635005,9.666084992606697
50,recurrent,61,21973316,2377438,303931,72.29705426560633,9.242434923644696
50,recurrent,62,20787690,2265770,298328,69.68065350888955,9.174669097039859
50,recurrent,63,20295159,2402674,292658,69.3476993623957,8.446904990023615
