chr,linear_arg_disk_size,grg_disk_size,xsi_disk_size,vcf_disk_size
1,1.9475827179849148,4.9904185980558395,6.212586473673582,173.46482081804425
11,1.1920432765036821,3.3783176383003592,3.837584801018238,108.6779024740681
21,0.3643737668171525,0.9507099827751517,1.0785461626946926,28.5775495627895
